Industry Sector,Year,Total Population,CIP2
Manufacturing,,76,Math & Statistics
Manufacturing,,140,Math & Statistics
Manufacturing,,107,Math & Statistics
Manufacturing,,321,Math & Statistics
Manufacturing,,340,Math & Statistics
Manufacturing,,130,Math & Statistics
Manufacturing,,132,Math & Statistics
Manufacturing,,1023,Math & Statistics
Manufacturing,,537,Math & Statistics
Manufacturing,,434,Math & Statistics
Manufacturing,,156,Math & Statistics
Manufacturing,,5410,Math & Statistics
Manufacturing,,145,Math & Statistics
Manufacturing,,705,Math & Statistics
Manufacturing,,1452,Math & Statistics
Manufacturing,,720,Math & Statistics
Manufacturing,,197,Math & Statistics
Manufacturing,,100,Math & Statistics
Manufacturing,,312,Math & Statistics
Manufacturing,,173,Math & Statistics
Manufacturing,,207,Math & Statistics
Manufacturing,,178,Math & Statistics
Manufacturing,,424,Math & Statistics
Manufacturing,,298,Math & Statistics
Manufacturing,,96,Math & Statistics
Manufacturing,,97,Math & Statistics
Manufacturing,,550,Math & Statistics
Manufacturing,,630,Math & Statistics
Manufacturing,,218,Math & Statistics
Manufacturing,,590,Math & Statistics
Manufacturing,,423,Math & Statistics
Manufacturing,,263,Math & Statistics
Manufacturing,,256,Math & Statistics
Manufacturing,,1877,Math & Statistics
Manufacturing,,2103,Math & Statistics
Manufacturing,,2556,Math & Statistics
Manufacturing,,1616,Math & Statistics
Manufacturing,,4632,Math & Statistics
Manufacturing,,158,Math & Statistics
Manufacturing,,1443,Math & Statistics
Manufacturing,,5097,Math & Statistics
Manufacturing,,992,Math & Statistics
Manufacturing,,73,Math & Statistics
Manufacturing,,466,Math & Statistics
Manufacturing,,133,Math & Statistics
Manufacturing,,3075,Math & Statistics
Manufacturing,,817,Math & Statistics
Manufacturing,,3063,Math & Statistics
Manufacturing,,358,Math & Statistics
Manufacturing,,732,Math & Statistics
Manufacturing,,385,Math & Statistics
Wholesale Trade,,774,Math & Statistics
Wholesale Trade,,386,Math & Statistics
Wholesale Trade,,316,Math & Statistics
Wholesale Trade,,2036,Math & Statistics
Wholesale Trade,,193,Math & Statistics
Wholesale Trade,,853,Math & Statistics
Wholesale Trade,,819,Math & Statistics
Wholesale Trade,,1091,Math & Statistics
Wholesale Trade,,328,Math & Statistics
Wholesale Trade,,200,Math & Statistics
Wholesale Trade,,315,Math & Statistics
Wholesale Trade,,1643,Math & Statistics
Wholesale Trade,,87,Math & Statistics
Wholesale Trade,,288,Math & Statistics
Wholesale Trade,,442,Math & Statistics
Wholesale Trade,,573,Math & Statistics
Wholesale Trade,,1369,Math & Statistics
Wholesale Trade,,428,Math & Statistics
Wholesale Trade,,259,Math & Statistics
Retail Trade,,2038,Math & Statistics
Retail Trade,,191,Math & Statistics
Retail Trade,,467,Math & Statistics
Retail Trade,,1138,Math & Statistics
Retail Trade,,2503,Math & Statistics
Retail Trade,,287,Math & Statistics
Retail Trade,,1575,Math & Statistics
Retail Trade,,331,Math & Statistics
Retail Trade,,3848,Math & Statistics
Retail Trade,,388,Math & Statistics
Retail Trade,,427,Math & Statistics
Retail Trade,,403,Math & Statistics
Retail Trade,,2207,Math & Statistics
Retail Trade,,805,Math & Statistics
Retail Trade,,903,Math & Statistics
Retail Trade,,1661,Math & Statistics
Retail Trade,,204,Math & Statistics
Retail Trade,,340,Math & Statistics
Retail Trade,,296,Math & Statistics
Retail Trade,,84,Math & Statistics
Retail Trade,,1075,Math & Statistics
Retail Trade,,339,Math & Statistics
Retail Trade,,1525,Math & Statistics
Retail Trade,,3445,Math & Statistics
Retail Trade,,129,Math & Statistics
Retail Trade,,518,Math & Statistics
Retail Trade,,208,Math & Statistics
Retail Trade,,280,Math & Statistics
Retail Trade,,933,Math & Statistics
Retail Trade,,3579,Math & Statistics
Retail Trade,,379,Math & Statistics
Retail Trade,,929,Math & Statistics
"Transportation & Warehousing, and Utilities",,3598,Math & Statistics
"Transportation & Warehousing, and Utilities",,429,Math & Statistics
"Transportation & Warehousing, and Utilities",,138,Math & Statistics
"Transportation & Warehousing, and Utilities",,446,Math & Statistics
"Transportation & Warehousing, and Utilities",,451,Math & Statistics
"Transportation & Warehousing, and Utilities",,65,Math & Statistics
"Transportation & Warehousing, and Utilities",,2666,Math & Statistics
"Transportation & Warehousing, and Utilities",,381,Math & Statistics
"Transportation & Warehousing, and Utilities",,198,Math & Statistics
"Transportation & Warehousing, and Utilities",,1570,Math & Statistics
"Transportation & Warehousing, and Utilities",,1274,Math & Statistics
"Transportation & Warehousing, and Utilities",,1018,Math & Statistics
"Transportation & Warehousing, and Utilities",,261,Math & Statistics
"Transportation & Warehousing, and Utilities",,161,Math & Statistics
"Transportation & Warehousing, and Utilities",,1760,Math & Statistics
"Transportation & Warehousing, and Utilities",,1523,Math & Statistics
"Transportation & Warehousing, and Utilities",,1780,Math & Statistics
"Transportation & Warehousing, and Utilities",,629,Math & Statistics
Information,,492,Math & Statistics
Information,,1911,Math & Statistics
Information,,3995,Math & Statistics
Information,,1251,Math & Statistics
Information,,143,Math & Statistics
Information,,1729,Math & Statistics
Information,,3565,Math & Statistics
Information,,2182,Math & Statistics
Information,,1992,Math & Statistics
Information,,968,Math & Statistics
Information,,3043,Math & Statistics
Information,,900,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,1814,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,9143,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,30534,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,6857,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,19443,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,20344,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,1075,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,5300,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,440,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,336,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,370,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,7914,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,6544,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,11037,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,899,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,55930,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,22682,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,11056,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2403,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,723,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2938,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1319,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,3255,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2148,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1305,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1057,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,636,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1338,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1359,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,611,Math & Statistics
"Educational Services, Health Care & Social Assistance",,95326,Math & Statistics
"Educational Services, Health Care & Social Assistance",,84068,Math & Statistics
"Educational Services, Health Care & Social Assistance",,556,Math & Statistics
"Educational Services, Health Care & Social Assistance",,6706,Math & Statistics
"Educational Services, Health Care & Social Assistance",,5235,Math & Statistics
"Educational Services, Health Care & Social Assistance",,2735,Math & Statistics
"Educational Services, Health Care & Social Assistance",,429,Math & Statistics
"Educational Services, Health Care & Social Assistance",,530,Math & Statistics
"Educational Services, Health Care & Social Assistance",,850,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3128,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1618,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3985,Math & Statistics
"Educational Services, Health Care & Social Assistance",,191,Math & Statistics
"Educational Services, Health Care & Social Assistance",,18525,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1571,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1276,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3759,Math & Statistics
"Educational Services, Health Care & Social Assistance",,347,Math & Statistics
"Educational Services, Health Care & Social Assistance",,82,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1857,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,698,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,497,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,834,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,393,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,1000,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,5031,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,2226,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,195,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,188,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,7956,Math & Statistics
"Other Services, Except Public Administration",,661,Math & Statistics
"Other Services, Except Public Administration",,402,Math & Statistics
"Other Services, Except Public Administration",,70,Math & Statistics
"Other Services, Except Public Administration",,447,Math & Statistics
"Other Services, Except Public Administration",,603,Math & Statistics
"Other Services, Except Public Administration",,279,Math & Statistics
"Other Services, Except Public Administration",,359,Math & Statistics
"Other Services, Except Public Administration",,873,Math & Statistics
"Other Services, Except Public Administration",,6725,Math & Statistics
"Other Services, Except Public Administration",,92,Math & Statistics
"Other Services, Except Public Administration",,1078,Math & Statistics
"Other Services, Except Public Administration",,3306,Math & Statistics
"Other Services, Except Public Administration",,344,Math & Statistics
Public Administration,,2207,Math & Statistics
Public Administration,,450,Math & Statistics
Public Administration,,5744,Math & Statistics
Public Administration,,4172,Math & Statistics
Public Administration,,9184,Math & Statistics
Public Administration,,1445,Math & Statistics
Public Administration,,4897,Math & Statistics
Public Administration,,5626,Math & Statistics
Active Duty Military,,708,Math & Statistics
Active Duty Military,,1142,Math & Statistics
Active Duty Military,,1046,Math & Statistics
Active Duty Military,,268,Math & Statistics
Active Duty Military,,239,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,734,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,350,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,246,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,169,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,513,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,1365,Math & Statistics
Construction,,9203,Math & Statistics
Manufacturing,,245,Math & Statistics
Manufacturing,,196,Math & Statistics
Manufacturing,,236,Math & Statistics
Manufacturing,,262,Math & Statistics
Manufacturing,,203,Math & Statistics
Manufacturing,,384,Math & Statistics
Manufacturing,,246,Math & Statistics
Manufacturing,,278,Math & Statistics
Manufacturing,,947,Math & Statistics
Manufacturing,,203,Math & Statistics
Manufacturing,,418,Math & Statistics
Manufacturing,,121,Math & Statistics
Manufacturing,,96,Math & Statistics
Manufacturing,,192,Math & Statistics
Manufacturing,,425,Math & Statistics
Manufacturing,,104,Math & Statistics
Manufacturing,,162,Math & Statistics
Manufacturing,,1081,Math & Statistics
Manufacturing,,616,Math & Statistics
Manufacturing,,440,Math & Statistics
Manufacturing,,150,Math & Statistics
Manufacturing,,4801,Math & Statistics
Manufacturing,,166,Math & Statistics
Manufacturing,,707,Math & Statistics
Manufacturing,,1399,Math & Statistics
Manufacturing,,617,Math & Statistics
Manufacturing,,218,Math & Statistics
Manufacturing,,123,Math & Statistics
Manufacturing,,296,Math & Statistics
Manufacturing,,140,Math & Statistics
Manufacturing,,199,Math & Statistics
Manufacturing,,188,Math & Statistics
Manufacturing,,394,Math & Statistics
Manufacturing,,271,Math & Statistics
Manufacturing,,80,Math & Statistics
Manufacturing,,90,Math & Statistics
Manufacturing,,681,Math & Statistics
Manufacturing,,590,Math & Statistics
Manufacturing,,229,Math & Statistics
Manufacturing,,536,Math & Statistics
Manufacturing,,602,Math & Statistics
Manufacturing,,227,Math & Statistics
Manufacturing,,228,Math & Statistics
Manufacturing,,1829,Math & Statistics
Manufacturing,,2597,Math & Statistics
Manufacturing,,2605,Math & Statistics
Manufacturing,,1623,Math & Statistics
Manufacturing,,4541,Math & Statistics
Manufacturing,,180,Math & Statistics
Manufacturing,,1452,Math & Statistics
Manufacturing,,4339,Math & Statistics
Manufacturing,,2072,Math & Statistics
Manufacturing,,77,Math & Statistics
Manufacturing,,401,Math & Statistics
Manufacturing,,138,Math & Statistics
Manufacturing,,2791,Math & Statistics
Manufacturing,,839,Math & Statistics
Manufacturing,,2993,Math & Statistics
Manufacturing,,409,Math & Statistics
Manufacturing,,977,Math & Statistics
Manufacturing,,450,Math & Statistics
Wholesale Trade,,621,Math & Statistics
Wholesale Trade,,352,Math & Statistics
Wholesale Trade,,301,Math & Statistics
Wholesale Trade,,2215,Math & Statistics
Wholesale Trade,,219,Math & Statistics
Wholesale Trade,,774,Math & Statistics
Wholesale Trade,,656,Math & Statistics
Wholesale Trade,,979,Math & Statistics
Wholesale Trade,,252,Math & Statistics
Wholesale Trade,,229,Math & Statistics
Wholesale Trade,,334,Math & Statistics
Wholesale Trade,,1492,Math & Statistics
Wholesale Trade,,369,Math & Statistics
Wholesale Trade,,442,Math & Statistics
Wholesale Trade,,603,Math & Statistics
Wholesale Trade,,1192,Math & Statistics
Wholesale Trade,,454,Math & Statistics
Wholesale Trade,,189,Math & Statistics
Retail Trade,,1975,Math & Statistics
Retail Trade,,197,Math & Statistics
Retail Trade,,439,Math & Statistics
Retail Trade,,1082,Math & Statistics
Retail Trade,,2864,Math & Statistics
Retail Trade,,336,Math & Statistics
Retail Trade,,1749,Math & Statistics
Retail Trade,,310,Math & Statistics
Retail Trade,,3918,Math & Statistics
Retail Trade,,394,Math & Statistics
Retail Trade,,442,Math & Statistics
Retail Trade,,1990,Math & Statistics
Retail Trade,,564,Math & Statistics
Retail Trade,,886,Math & Statistics
Retail Trade,,1517,Math & Statistics
Retail Trade,,178,Math & Statistics
Retail Trade,,363,Math & Statistics
Retail Trade,,303,Math & Statistics
Retail Trade,,118,Math & Statistics
Retail Trade,,883,Math & Statistics
Retail Trade,,268,Math & Statistics
Retail Trade,,4143,Math & Statistics
Retail Trade,,648,Math & Statistics
Retail Trade,,109,Math & Statistics
Retail Trade,,464,Math & Statistics
Retail Trade,,285,Math & Statistics
Retail Trade,,227,Math & Statistics
Retail Trade,,898,Math & Statistics
Retail Trade,,1809,Math & Statistics
Retail Trade,,166,Math & Statistics
Retail Trade,,945,Math & Statistics
Retail Trade,,417,Math & Statistics
Retail Trade,,1128,Math & Statistics
"Transportation & Warehousing, and Utilities",,3136,Math & Statistics
"Transportation & Warehousing, and Utilities",,407,Math & Statistics
"Transportation & Warehousing, and Utilities",,157,Math & Statistics
"Transportation & Warehousing, and Utilities",,444,Math & Statistics
"Transportation & Warehousing, and Utilities",,531,Math & Statistics
"Transportation & Warehousing, and Utilities",,57,Math & Statistics
"Transportation & Warehousing, and Utilities",,2689,Math & Statistics
"Transportation & Warehousing, and Utilities",,439,Math & Statistics
"Transportation & Warehousing, and Utilities",,243,Math & Statistics
"Transportation & Warehousing, and Utilities",,1627,Math & Statistics
"Transportation & Warehousing, and Utilities",,852,Math & Statistics
"Transportation & Warehousing, and Utilities",,769,Math & Statistics
"Transportation & Warehousing, and Utilities",,180,Math & Statistics
"Transportation & Warehousing, and Utilities",,155,Math & Statistics
"Transportation & Warehousing, and Utilities",,1524,Math & Statistics
"Transportation & Warehousing, and Utilities",,1435,Math & Statistics
"Transportation & Warehousing, and Utilities",,1982,Math & Statistics
"Transportation & Warehousing, and Utilities",,515,Math & Statistics
Information,,580,Math & Statistics
Information,,2048,Math & Statistics
Information,,3514,Math & Statistics
Information,,1015,Math & Statistics
Information,,70,Math & Statistics
Information,,1657,Math & Statistics
Information,,3766,Math & Statistics
Information,,2663,Math & Statistics
Information,,2024,Math & Statistics
Information,,822,Math & Statistics
Information,,2687,Math & Statistics
Information,,996,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,1541,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,8582,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,35803,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,18216,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,19531,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,6195,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,378,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,208,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,496,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,7857,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,6527,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,10366,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1008,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,53297,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,22117,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,10425,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2509,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,601,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2782,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1007,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,3054,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,2257,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1395,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1003,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,573,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1130,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,1394,Math & Statistics
"Professional, Scientific & Management, and Administrative & Waste Management Services",,609,Math & Statistics
"Educational Services, Health Care & Social Assistance",,95027,Math & Statistics
"Educational Services, Health Care & Social Assistance",,82887,Math & Statistics
"Educational Services, Health Care & Social Assistance",,530,Math & Statistics
"Educational Services, Health Care & Social Assistance",,6619,Math & Statistics
"Educational Services, Health Care & Social Assistance",,4940,Math & Statistics
"Educational Services, Health Care & Social Assistance",,2355,Math & Statistics
"Educational Services, Health Care & Social Assistance",,312,Math & Statistics
"Educational Services, Health Care & Social Assistance",,599,Math & Statistics
"Educational Services, Health Care & Social Assistance",,861,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3061,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1442,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3708,Math & Statistics
"Educational Services, Health Care & Social Assistance",,17892,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1482,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1161,Math & Statistics
"Educational Services, Health Care & Social Assistance",,3512,Math & Statistics
"Educational Services, Health Care & Social Assistance",,393,Math & Statistics
"Educational Services, Health Care & Social Assistance",,105,Math & Statistics
"Educational Services, Health Care & Social Assistance",,1693,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,2297,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,828,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,4626,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,2262,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,194,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,157,Math & Statistics
"Arts, Entertainment & Recreation and Accommodation & Food Services",,7236,Math & Statistics
"Other Services, Except Public Administration",,575,Math & Statistics
"Other Services, Except Public Administration",,432,Math & Statistics
"Other Services, Except Public Administration",,87,Math & Statistics
"Other Services, Except Public Administration",,103,Math & Statistics
"Other Services, Except Public Administration",,435,Math & Statistics
"Other Services, Except Public Administration",,583,Math & Statistics
"Other Services, Except Public Administration",,203,Math & Statistics
"Other Services, Except Public Administration",,329,Math & Statistics
"Other Services, Except Public Administration",,904,Math & Statistics
"Other Services, Except Public Administration",,6804,Math & Statistics
"Other Services, Except Public Administration",,171,Math & Statistics
"Other Services, Except Public Administration",,1177,Math & Statistics
"Other Services, Except Public Administration",,3125,Math & Statistics
"Other Services, Except Public Administration",,301,Math & Statistics
Public Administration,,2482,Math & Statistics
Public Administration,,392,Math & Statistics
Public Administration,,5272,Math & Statistics
Public Administration,,4322,Math & Statistics
Public Administration,,9341,Math & Statistics
Public Administration,,1519,Math & Statistics
Public Administration,,5088,Math & Statistics
Public Administration,,5571,Math & Statistics
Active Duty Military,,761,Math & Statistics
Active Duty Military,,1117,Math & Statistics
Active Duty Military,,938,Math & Statistics
Active Duty Military,,292,Math & Statistics
Active Duty Military,,215,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,936,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,290,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,232,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,177,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,463,Math & Statistics
"Agriculture, Forestry, Fishing and Hunting, and Mining",,1309,Math & Statistics
Construction,,8659,Math & Statistics
Manufacturing,,306,Math & Statistics
Manufacturing,,204,Math & Statistics
Manufacturing,,201,Math & Statistics
Manufacturing,,294,Math & Statistics
Manufacturing,,204,Math & Statistics
Manufacturing,,478,Math & Statistics
Manufacturing,,230,Math & Statistics
Manufacturing,,415,Math & Statistics
Manufacturing,,797,Math & Statistics
Manufacturing,,91,Math & Statistics
Manufacturing,,187,Math & Statistics
Manufacturing,,467,Math & Statistics
Manufacturing,,95,Math & Statistics
Manufacturing,,76,Math & Statistics
Manufacturing,,67,Math & Statistics
Manufacturing,,217,Math & Statistics
Manufacturing,,407,Math & Statistics
Manufacturing,,111,Math & Statistics
Manufacturing,,195,Math & Statistics
Manufacturing,,1135,Math & Statistics
Manufacturing,,599,Math & Statistics
Manufacturing,,402,Math & Statistics
Manufacturing,,4633,Math & Statistics
Manufacturing,,126,Math & Statistics
Manufacturing,,672,Math & Statistics
Manufacturing,,1423,Math & Statistics
Manufacturing,,523,Math & Statistics
Manufacturing,,261,Math & Statistics
Manufacturing,,139,Math & Statistics
Manufacturing,,223,Math & Statistics
Manufacturing,,121,Math & Statistics
Manufacturing,,204,Math & Statistics
Manufacturing,,178,Math & Statistics
Manufacturing,,155,Math & Statistics
Manufacturing,,490,Math & Statistics
Manufacturing,,225,Math & Statistics
Manufacturing,,141,Math & Statistics
Manufacturing,,83,Math & Statistics
Manufacturing,,650,Math & Statistics
Manufacturing,,540,Math & Statistics
Manufacturing,,228,Math & Statistics
Manufacturing,,565,Math & Statistics
Manufacturing,,546,Math & Statistics
Manufacturing,,212,Math & Statistics
Manufacturing,,232,Math & Statistics
Manufacturing,,1641,Math & Statistics
Manufacturing,,2785,Math & Statistics
Manufacturing,,2625,Math & Statistics
Manufacturing,,1705,Math & Statistics
Manufacturing,,4813,Math & Statistics
Manufacturing,,198,Math & Statistics
Manufacturing,,1280,Math & Statistics
Manufacturing,,3694,Math & Statistics
Manufacturing,,2952,Math & Statistics
Manufacturing,,403,Math & Statistics
Manufacturing,,119,Math & Statistics
Manufacturing,,2465,Math & Statistics
Manufacturing,,719,Math & Statistics
Manufacturing,,2446,Math & Statistics
Manufacturing,,386,Math & Statistics
Manufacturing,,1242,Math & Statistics
Manufacturing,,573,Math & Statistics
Wholesale Trade,,628,Math & Statistics
Wholesale Trade,,318,Math & Statistics
Wholesale Trade,,276,Math & Statistics
Wholesale Trade,,2152,Math & Statistics
Wholesale Trade,,181,Math & Statistics
Wholesale Trade,,901,Math & Statistics
Wholesale Trade,,628,Math & Statistics
Wholesale Trade,,913,Math & Statistics
Wholesale Trade,,267,Math & Statistics
Wholesale Trade,,181,Math & Statistics
Wholesale Trade,,224,Math & Statistics
Wholesale Trade,,1294,Math & Statistics
Wholesale Trade,,346,Math & Statistics
Wholesale Trade,,521,Math & Statistics
Wholesale Trade,,664,Math & Statistics
Wholesale Trade,,1123,Math & Statistics
Wholesale Trade,,407,Math & Statistics
Wholesale Trade,,192,Math & Statistics
Retail Trade,,1813,Math & Statistics
Retail Trade,,255,Math & Statistics
Retail Trade,,292,Math & Statistics
Retail Trade,,976,Math & Statistics
Retail Trade,,2966,Math & Statistics
Retail Trade,,272,Math & Statistics
Retail Trade,,1569,Math & Statistics
Retail Trade,,286,Math & Statistics
Retail Trade,,3959,Math & Statistics
Retail Trade,,338,Math & Statistics
Retail Trade,,376,Math & Statistics
Retail Trade,,2024,Math & Statistics
Retail Trade,,602,Math & Statistics
Retail Trade,,905,Math & Statistics
Retail Trade,,1505,Math & Statistics
Retail Trade,,111,Math & Statistics
Retail Trade,,292,Math & Statistics
Retail Trade,,254,Math & Statistics
Retail Trade,,121,Math & Statistics
Retail Trade,,989,Math & Statistics
Retail Trade,,256,Math & Statistics
Retail Trade,,4218,Math & Statistics
Retail Trade,,499,Math & Statistics
Retail Trade,,88,Math & Statistics
Retail Trade,,517,Math & Statistics
Retail Trade,,288,Math & Statistics
Retail Trade,,130,Math & Statistics
Retail Trade,,700,Math & Statistics
Retail Trade,,1436,Math & Statistics
Retail Trade,,199,Math & Statistics
Retail Trade,,850,Math & Statistics
Retail Trade,,92,Math & Statistics
Retail Trade,,340,Math & Statistics
Retail Trade,,1046,Math & Statistics
"Transportation & Warehousing, and Utilities",,3049,Math & Statistics
"Transportation & Warehousing, and Utilities",,408,Math & Statistics
"Transportation & Warehousing, and Utilities",,174,Math & Statistics
"Transportation & Warehousing, and Utilities",,441,Math & Statistics
"Transportation & Warehousing, and Utilities",,445,Math & Statistics
"Transportation & Warehousing, and Utilities",,55,Math & Statistics
"Transportation & Warehousing, and Utilities",,2646,Math & Statistics
"Transportation & Warehousing, and Utilities",,401,Math & Statistics
"Transportation & Warehousing, and Utilities",,304,Math & Statistics
"Transportation & Warehousing, and Utilities",,1818,Math & Statistics
"Transportation & Warehousing, and Utilities",,581,Math & Statistics
"Transportation & Warehousing, and Utilities",,611,Math & Statistics
"Transportation & Warehousing, and Utilities",,140,Math & Statistics
"Transportation & Warehousing, and Utilities",,125,Math & Statistics
"Transportation & Warehousing, and Utilities",,1535,Math & Statistics
"Transportation & Warehousing, and Utilities",,1259,Math & Statistics
"Transportation & Warehousing, and Utilities",,2030,Math & Statistics
"Transportation & Warehousing, and Utilities",,321,Math & Statistics
Information,,603,Math & Statistics
Information,,1929,Math & Statistics
Information,,3107,Math & Statistics
Information,,1011,Math & Statistics
Information,,1700,Math & Statistics
Information,,3707,Math & Statistics
Information,,2803,Math & Statistics
Information,,1981,Math & Statistics
Information,,810,Math & Statistics
Information,,2025,Math & Statistics
Information,,1035,Math & Statistics
"Finance & Insurance, and Real Estate, Rental & Leasing",,1511,Math & Statistics
