Industry Sector,Year,Total Population,CIP2
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,3063,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,1450,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,57,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,478,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,163,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,817,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,279,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,198,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,158,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,125,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2020,1132,Visual & Performing Arts
Construction,2020,43473,Visual & Performing Arts
Manufacturing,2020,834,Visual & Performing Arts
Manufacturing,2020,805,Visual & Performing Arts
Manufacturing,2020,399,Visual & Performing Arts
Manufacturing,2020,667,Visual & Performing Arts
Manufacturing,2020,2337,Visual & Performing Arts
Manufacturing,2020,1675,Visual & Performing Arts
Manufacturing,2020,886,Visual & Performing Arts
Manufacturing,2020,1336,Visual & Performing Arts
Manufacturing,2020,258,Visual & Performing Arts
Manufacturing,2020,4305,Visual & Performing Arts
Manufacturing,2020,67,Visual & Performing Arts
Manufacturing,2020,1732,Visual & Performing Arts
Manufacturing,2020,287,Visual & Performing Arts
Manufacturing,2020,525,Visual & Performing Arts
Manufacturing,2020,1242,Visual & Performing Arts
Manufacturing,2020,9249,Visual & Performing Arts
Manufacturing,2020,987,Visual & Performing Arts
Manufacturing,2020,270,Visual & Performing Arts
Manufacturing,2020,214,Visual & Performing Arts
Manufacturing,2020,379,Visual & Performing Arts
Manufacturing,2020,169,Visual & Performing Arts
Manufacturing,2020,81,Visual & Performing Arts
Manufacturing,2020,1460,Visual & Performing Arts
Manufacturing,2020,1050,Visual & Performing Arts
Manufacturing,2020,644,Visual & Performing Arts
Manufacturing,2020,1081,Visual & Performing Arts
Manufacturing,2020,16281,Visual & Performing Arts
Manufacturing,2020,855,Visual & Performing Arts
Manufacturing,2020,800,Visual & Performing Arts
Manufacturing,2020,76,Visual & Performing Arts
Manufacturing,2020,5086,Visual & Performing Arts
Manufacturing,2020,727,Visual & Performing Arts
Manufacturing,2020,2081,Visual & Performing Arts
Manufacturing,2020,1810,Visual & Performing Arts
Manufacturing,2020,2556,Visual & Performing Arts
Manufacturing,2020,174,Visual & Performing Arts
Manufacturing,2020,374,Visual & Performing Arts
Manufacturing,2020,1028,Visual & Performing Arts
Manufacturing,2020,407,Visual & Performing Arts
Manufacturing,2020,1003,Visual & Performing Arts
Manufacturing,2020,472,Visual & Performing Arts
Manufacturing,2020,541,Visual & Performing Arts
Manufacturing,2020,280,Visual & Performing Arts
Manufacturing,2020,88,Visual & Performing Arts
Manufacturing,2020,440,Visual & Performing Arts
Manufacturing,2020,1079,Visual & Performing Arts
Manufacturing,2020,126,Visual & Performing Arts
Manufacturing,2020,464,Visual & Performing Arts
Manufacturing,2020,1233,Visual & Performing Arts
Manufacturing,2020,459,Visual & Performing Arts
Manufacturing,2020,326,Visual & Performing Arts
Manufacturing,2020,1545,Visual & Performing Arts
Manufacturing,2020,2506,Visual & Performing Arts
Manufacturing,2020,574,Visual & Performing Arts
Manufacturing,2020,685,Visual & Performing Arts
Manufacturing,2020,1165,Visual & Performing Arts
Manufacturing,2020,796,Visual & Performing Arts
Manufacturing,2020,434,Visual & Performing Arts
Manufacturing,2020,4122,Visual & Performing Arts
Manufacturing,2020,1724,Visual & Performing Arts
Manufacturing,2020,2303,Visual & Performing Arts
Manufacturing,2020,2238,Visual & Performing Arts
Manufacturing,2020,8386,Visual & Performing Arts
Manufacturing,2020,598,Visual & Performing Arts
Manufacturing,2020,3542,Visual & Performing Arts
Manufacturing,2020,4443,Visual & Performing Arts
Manufacturing,2020,378,Visual & Performing Arts
Manufacturing,2020,833,Visual & Performing Arts
Manufacturing,2020,459,Visual & Performing Arts
Manufacturing,2020,6724,Visual & Performing Arts
Manufacturing,2020,5902,Visual & Performing Arts
Manufacturing,2020,6667,Visual & Performing Arts
Manufacturing,2020,4148,Visual & Performing Arts
Manufacturing,2020,10808,Visual & Performing Arts
Manufacturing,2020,2762,Visual & Performing Arts
Wholesale Trade,2020,1335,Visual & Performing Arts
Wholesale Trade,2020,3588,Visual & Performing Arts
Wholesale Trade,2020,1679,Visual & Performing Arts
Wholesale Trade,2020,4010,Visual & Performing Arts
Wholesale Trade,2020,516,Visual & Performing Arts
Wholesale Trade,2020,2686,Visual & Performing Arts
Wholesale Trade,2020,1884,Visual & Performing Arts
Wholesale Trade,2020,2874,Visual & Performing Arts
Wholesale Trade,2020,226,Visual & Performing Arts
Wholesale Trade,2020,3181,Visual & Performing Arts
Wholesale Trade,2020,679,Visual & Performing Arts
Wholesale Trade,2020,5423,Visual & Performing Arts
Wholesale Trade,2020,6136,Visual & Performing Arts
Wholesale Trade,2020,172,Visual & Performing Arts
Wholesale Trade,2020,772,Visual & Performing Arts
Wholesale Trade,2020,2586,Visual & Performing Arts
Wholesale Trade,2020,542,Visual & Performing Arts
Wholesale Trade,2020,2597,Visual & Performing Arts
Wholesale Trade,2020,3359,Visual & Performing Arts
Wholesale Trade,2020,1600,Visual & Performing Arts
Wholesale Trade,2020,1023,Visual & Performing Arts
Retail Trade,2020,6013,Visual & Performing Arts
Retail Trade,2020,842,Visual & Performing Arts
Retail Trade,2020,1907,Visual & Performing Arts
Retail Trade,2020,19331,Visual & Performing Arts
Retail Trade,2020,488,Visual & Performing Arts
Retail Trade,2020,8994,Visual & Performing Arts
Retail Trade,2020,1962,Visual & Performing Arts
Retail Trade,2020,12877,Visual & Performing Arts
Retail Trade,2020,1919,Visual & Performing Arts
Retail Trade,2020,20288,Visual & Performing Arts
Retail Trade,2020,1718,Visual & Performing Arts
Retail Trade,2020,2686,Visual & Performing Arts
Retail Trade,2020,2649,Visual & Performing Arts
Retail Trade,2020,6684,Visual & Performing Arts
Retail Trade,2020,7114,Visual & Performing Arts
Retail Trade,2020,1552,Visual & Performing Arts
Retail Trade,2020,30869,Visual & Performing Arts
Retail Trade,2020,2062,Visual & Performing Arts
Retail Trade,2020,5494,Visual & Performing Arts
Retail Trade,2020,1248,Visual & Performing Arts
Retail Trade,2020,4593,Visual & Performing Arts
Retail Trade,2020,8685,Visual & Performing Arts
Retail Trade,2020,3129,Visual & Performing Arts
Retail Trade,2020,7776,Visual & Performing Arts
Retail Trade,2020,11711,Visual & Performing Arts
Retail Trade,2020,2772,Visual & Performing Arts
Retail Trade,2020,2190,Visual & Performing Arts
Retail Trade,2020,3703,Visual & Performing Arts
Retail Trade,2020,3220,Visual & Performing Arts
Retail Trade,2020,15136,Visual & Performing Arts
Retail Trade,2020,13875,Visual & Performing Arts
Retail Trade,2020,105,Visual & Performing Arts
Retail Trade,2020,485,Visual & Performing Arts
Retail Trade,2020,1850,Visual & Performing Arts
Retail Trade,2020,6891,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,4117,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,592,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,355,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,1517,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,425,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,368,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,6783,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,943,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,1048,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,4616,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,3377,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,3103,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,475,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,695,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,5680,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,4161,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,6986,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2020,3147,Visual & Performing Arts
Information,2020,6357,Visual & Performing Arts
Information,2020,15483,Visual & Performing Arts
Information,2020,3920,Visual & Performing Arts
Information,2020,50914,Visual & Performing Arts
Information,2020,4600,Visual & Performing Arts
Information,2020,18443,Visual & Performing Arts
Information,2020,5271,Visual & Performing Arts
Information,2020,3802,Visual & Performing Arts
Information,2020,3393,Visual & Performing Arts
Information,2020,10560,Visual & Performing Arts
Information,2020,7988,Visual & Performing Arts
Information,2020,1881,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,3624,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,11741,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,24680,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,6809,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,21865,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,17299,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,7530,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,27225,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,1426,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,2067,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2020,1371,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,25454,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,10752,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,35841,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,74934,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,61543,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,36501,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,8915,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,42361,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,3692,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,19518,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,5010,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,12649,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,8011,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,6056,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,5339,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,4269,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,4772,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,7463,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2020,1344,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,195233,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,154026,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,5987,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,45156,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,13915,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,6108,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,1299,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,863,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,4801,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,19589,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,7458,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,9171,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,736,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,50795,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,7397,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,8261,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,20644,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,2225,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,918,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2020,14915,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,27646,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,6664,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,27842,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,11426,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,27287,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,219,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,35791,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,12889,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,1081,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,4584,Visual & Performing Arts
"Arts, Entertainment & Recreation and Accommodation & Food Services",2020,81416,Visual & Performing Arts
"Other Services, Except Public Administration",2020,351,Visual & Performing Arts
"Other Services, Except Public Administration",2020,2425,Visual & Performing Arts
"Other Services, Except Public Administration",2020,796,Visual & Performing Arts
"Other Services, Except Public Administration",2020,388,Visual & Performing Arts
"Other Services, Except Public Administration",2020,1706,Visual & Performing Arts
"Other Services, Except Public Administration",2020,415,Visual & Performing Arts
"Other Services, Except Public Administration",2020,5568,Visual & Performing Arts
"Other Services, Except Public Administration",2020,4856,Visual & Performing Arts
"Other Services, Except Public Administration",2020,1349,Visual & Performing Arts
"Other Services, Except Public Administration",2020,1287,Visual & Performing Arts
"Other Services, Except Public Administration",2020,8064,Visual & Performing Arts
"Other Services, Except Public Administration",2020,41397,Visual & Performing Arts
"Other Services, Except Public Administration",2020,1194,Visual & Performing Arts
"Other Services, Except Public Administration",2020,4895,Visual & Performing Arts
"Other Services, Except Public Administration",2020,25801,Visual & Performing Arts
"Other Services, Except Public Administration",2020,3207,Visual & Performing Arts
Public Administration,2020,2919,Visual & Performing Arts
Public Administration,2020,1533,Visual & Performing Arts
Public Administration,2020,12401,Visual & Performing Arts
Public Administration,2020,9251,Visual & Performing Arts
Public Administration,2020,6755,Visual & Performing Arts
Public Administration,2020,2995,Visual & Performing Arts
Public Administration,2020,4893,Visual & Performing Arts
Public Administration,2020,17027,Visual & Performing Arts
Active Duty Military,2020,2043,Visual & Performing Arts
Active Duty Military,2020,820,Visual & Performing Arts
Active Duty Military,2020,1869,Visual & Performing Arts
Active Duty Military,2020,414,Visual & Performing Arts
Active Duty Military,2020,139,Visual & Performing Arts
Active Duty Military,2020,675,Visual & Performing Arts
Active Duty Military,2020,104,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,2868,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,1120,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,74,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,337,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,179,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,648,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,414,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,202,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,271,Visual & Performing Arts
"Agriculture, Forestry, Fishing and Hunting, and Mining",2019,1096,Visual & Performing Arts
Construction,2019,41273,Visual & Performing Arts
Manufacturing,2019,708,Visual & Performing Arts
Manufacturing,2019,726,Visual & Performing Arts
Manufacturing,2019,368,Visual & Performing Arts
Manufacturing,2019,772,Visual & Performing Arts
Manufacturing,2019,1990,Visual & Performing Arts
Manufacturing,2019,1642,Visual & Performing Arts
Manufacturing,2019,1045,Visual & Performing Arts
Manufacturing,2019,1126,Visual & Performing Arts
Manufacturing,2019,189,Visual & Performing Arts
Manufacturing,2019,3659,Visual & Performing Arts
Manufacturing,2019,199,Visual & Performing Arts
Manufacturing,2019,1546,Visual & Performing Arts
Manufacturing,2019,427,Visual & Performing Arts
Manufacturing,2019,629,Visual & Performing Arts
Manufacturing,2019,978,Visual & Performing Arts
Manufacturing,2019,9345,Visual & Performing Arts
Manufacturing,2019,1105,Visual & Performing Arts
Manufacturing,2019,259,Visual & Performing Arts
Manufacturing,2019,346,Visual & Performing Arts
Manufacturing,2019,472,Visual & Performing Arts
Manufacturing,2019,163,Visual & Performing Arts
Manufacturing,2019,112,Visual & Performing Arts
Manufacturing,2019,1395,Visual & Performing Arts
Manufacturing,2019,1053,Visual & Performing Arts
Manufacturing,2019,671,Visual & Performing Arts
Manufacturing,2019,981,Visual & Performing Arts
Manufacturing,2019,16923,Visual & Performing Arts
Manufacturing,2019,634,Visual & Performing Arts
Manufacturing,2019,669,Visual & Performing Arts
Manufacturing,2019,57,Visual & Performing Arts
Manufacturing,2019,4377,Visual & Performing Arts
Manufacturing,2019,582,Visual & Performing Arts
Manufacturing,2019,1946,Visual & Performing Arts
Manufacturing,2019,1814,Visual & Performing Arts
Manufacturing,2019,2388,Visual & Performing Arts
Manufacturing,2019,146,Visual & Performing Arts
Manufacturing,2019,347,Visual & Performing Arts
Manufacturing,2019,879,Visual & Performing Arts
Manufacturing,2019,422,Visual & Performing Arts
Manufacturing,2019,1122,Visual & Performing Arts
Manufacturing,2019,527,Visual & Performing Arts
Manufacturing,2019,603,Visual & Performing Arts
Manufacturing,2019,185,Visual & Performing Arts
Manufacturing,2019,110,Visual & Performing Arts
Manufacturing,2019,453,Visual & Performing Arts
Manufacturing,2019,1133,Visual & Performing Arts
Manufacturing,2019,131,Visual & Performing Arts
Manufacturing,2019,414,Visual & Performing Arts
Manufacturing,2019,1273,Visual & Performing Arts
Manufacturing,2019,306,Visual & Performing Arts
Manufacturing,2019,221,Visual & Performing Arts
Manufacturing,2019,1538,Visual & Performing Arts
Manufacturing,2019,2697,Visual & Performing Arts
Manufacturing,2019,598,Visual & Performing Arts
Manufacturing,2019,729,Visual & Performing Arts
Manufacturing,2019,1074,Visual & Performing Arts
Manufacturing,2019,886,Visual & Performing Arts
Manufacturing,2019,444,Visual & Performing Arts
Manufacturing,2019,3598,Visual & Performing Arts
Manufacturing,2019,1591,Visual & Performing Arts
Manufacturing,2019,2434,Visual & Performing Arts
Manufacturing,2019,1619,Visual & Performing Arts
Manufacturing,2019,7570,Visual & Performing Arts
Manufacturing,2019,632,Visual & Performing Arts
Manufacturing,2019,3174,Visual & Performing Arts
Manufacturing,2019,4059,Visual & Performing Arts
Manufacturing,2019,445,Visual & Performing Arts
Manufacturing,2019,871,Visual & Performing Arts
Manufacturing,2019,513,Visual & Performing Arts
Manufacturing,2019,6283,Visual & Performing Arts
Manufacturing,2019,5506,Visual & Performing Arts
Manufacturing,2019,5945,Visual & Performing Arts
Manufacturing,2019,3854,Visual & Performing Arts
Manufacturing,2019,10828,Visual & Performing Arts
Manufacturing,2019,2603,Visual & Performing Arts
Wholesale Trade,2019,1139,Visual & Performing Arts
Wholesale Trade,2019,3752,Visual & Performing Arts
Wholesale Trade,2019,1473,Visual & Performing Arts
Wholesale Trade,2019,4138,Visual & Performing Arts
Wholesale Trade,2019,555,Visual & Performing Arts
Wholesale Trade,2019,2549,Visual & Performing Arts
Wholesale Trade,2019,1750,Visual & Performing Arts
Wholesale Trade,2019,2778,Visual & Performing Arts
Wholesale Trade,2019,342,Visual & Performing Arts
Wholesale Trade,2019,3264,Visual & Performing Arts
Wholesale Trade,2019,659,Visual & Performing Arts
Wholesale Trade,2019,5629,Visual & Performing Arts
Wholesale Trade,2019,5477,Visual & Performing Arts
Wholesale Trade,2019,121,Visual & Performing Arts
Wholesale Trade,2019,620,Visual & Performing Arts
Wholesale Trade,2019,1774,Visual & Performing Arts
Wholesale Trade,2019,409,Visual & Performing Arts
Wholesale Trade,2019,3064,Visual & Performing Arts
Wholesale Trade,2019,2892,Visual & Performing Arts
Wholesale Trade,2019,1827,Visual & Performing Arts
Wholesale Trade,2019,838,Visual & Performing Arts
Retail Trade,2019,5754,Visual & Performing Arts
Retail Trade,2019,908,Visual & Performing Arts
Retail Trade,2019,1573,Visual & Performing Arts
Retail Trade,2019,18985,Visual & Performing Arts
Retail Trade,2019,421,Visual & Performing Arts
Retail Trade,2019,9535,Visual & Performing Arts
Retail Trade,2019,2010,Visual & Performing Arts
Retail Trade,2019,11274,Visual & Performing Arts
Retail Trade,2019,1785,Visual & Performing Arts
Retail Trade,2019,19012,Visual & Performing Arts
Retail Trade,2019,1876,Visual & Performing Arts
Retail Trade,2019,2795,Visual & Performing Arts
Retail Trade,2019,2319,Visual & Performing Arts
Retail Trade,2019,6242,Visual & Performing Arts
Retail Trade,2019,6413,Visual & Performing Arts
Retail Trade,2019,1820,Visual & Performing Arts
Retail Trade,2019,30893,Visual & Performing Arts
Retail Trade,2019,2266,Visual & Performing Arts
Retail Trade,2019,6161,Visual & Performing Arts
Retail Trade,2019,1452,Visual & Performing Arts
Retail Trade,2019,4703,Visual & Performing Arts
Retail Trade,2019,8667,Visual & Performing Arts
Retail Trade,2019,2997,Visual & Performing Arts
Retail Trade,2019,7782,Visual & Performing Arts
Retail Trade,2019,11852,Visual & Performing Arts
Retail Trade,2019,2361,Visual & Performing Arts
Retail Trade,2019,2487,Visual & Performing Arts
Retail Trade,2019,3712,Visual & Performing Arts
Retail Trade,2019,3472,Visual & Performing Arts
Retail Trade,2019,15604,Visual & Performing Arts
Retail Trade,2019,12203,Visual & Performing Arts
Retail Trade,2019,143,Visual & Performing Arts
Retail Trade,2019,350,Visual & Performing Arts
Retail Trade,2019,1985,Visual & Performing Arts
Retail Trade,2019,6631,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,3609,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,555,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,341,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,914,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,400,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,462,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,6385,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,856,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,1231,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,4148,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,2852,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,2512,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,201,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,697,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,5501,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,3800,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,5693,Visual & Performing Arts
"Transportation & Warehousing, and Utilities",2019,3061,Visual & Performing Arts
Information,2019,6510,Visual & Performing Arts
Information,2019,15945,Visual & Performing Arts
Information,2019,4429,Visual & Performing Arts
Information,2019,50750,Visual & Performing Arts
Information,2019,4432,Visual & Performing Arts
Information,2019,19307,Visual & Performing Arts
Information,2019,5401,Visual & Performing Arts
Information,2019,4070,Visual & Performing Arts
Information,2019,3543,Visual & Performing Arts
Information,2019,10198,Visual & Performing Arts
Information,2019,6605,Visual & Performing Arts
Information,2019,1523,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,3618,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,10764,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,23133,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,5437,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,21772,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,15976,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,7379,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,25700,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,1512,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,1789,Visual & Performing Arts
"Finance & Insurance, and Real Estate, Rental & Leasing",2019,1407,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,24368,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,10301,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,33516,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,72754,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,54669,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,35396,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,8474,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,42386,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,3749,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,18912,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,4433,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,12865,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,8081,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,6573,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,5482,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,3831,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,4280,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,7214,Visual & Performing Arts
"Professional, Scientific & Management, and Administrative & Waste Management Services",2019,1108,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,191283,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,148913,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,5734,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,43564,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,13063,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,6147,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,1341,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,816,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,5036,Visual & Performing Arts
"Educational Services, Health Care & Social Assistance",2019,17242,Visual & Performing Arts
